OC_omid,issn,EP_id,Publications_in_venue,Open Access
061101520740,['2532-6848'],493749,17,True
061101521032,['2545-1936'],485398,9,True
061101557791,"['1665-2436', '2007-6819']",483357,114,Uknown
061101576829,"['1230-5502', '2657-9057']",500327,40,Uknown
061101576850,['1230-6045'],495214,6,Uknown
061101576863,"['1230-6894', '2657-5868']",484418,14,Uknown
06110158061,"['1755-2036', '1750-1245']",471022,204,Uknown
061101592417,"['0760-5668', '1777-5450']",482453,760,Uknown
061101607291,"['2345-0487', '2345-0479']",484966,282,True
061101607337,"['2345-1181', '2537-6136']",490407,1,True
061101607340,['2345-1734'],488682,6,Uknown
061101607344,"['2345-184X', '2345-1262']",486063,18,True
061101613236,['2312-5829'],487345,196,True
061101613363,['2223-1609'],494566,505,Uknown
061101615050,"['2620-0406', '0354-8872']",491148,106,True
061101627404,"['2683-1783', '2007-5995']",499576,21,True
061101627437,['2683-2208'],502753,4,True
061101627488,['2683-2275'],503965,22,True
061101627808,"['2007-8846', '1665-899X']",487147,65,Uknown
061101648508,['2500-2953'],497787,49,True
061101649951,['2305-3763'],487166,37,Uknown
061101666991,"['2334-7058', '2334-7171']",491331,56,Uknown
061101667019,"['2334-718X', '2334-704X']",491332,32,Uknown
061101667060,"['1821-0147', '2334-7287']",486372,143,True
061101667124,"['2334-7449', '2334-735X']",488181,143,True
061101667158,"['2334-7465', '2217-415X']",496698,16,True
061101667180,['2334-8003'],487060,1,Uknown
061101667194,"['2334-816X', '2334-8356']",502252,115,True
061101667220,"['2334-833X', '2334-7597']",488026,12,Uknown
061101669473,"['0870-0133', '2736-3082']",482548,140,Uknown
061101669595,"['2173-1292', '2174-5145']",485624,223,True
061101669652,"['2174-517X', '0210-3729']",481981,57,True
061101669670,['2174-5218'],484851,101,True
061101671184,"['2176-7114', '1676-188X']",502871,42,True
061101673998,"['2051-7041', '2051-705X']",499139,61,Uknown
061101674021,"['2051-7076', '2051-7068']",485807,40,Uknown
061101674042,"['2051-7084', '2051-7092']",486127,83,Uknown
061101674064,"['2051-7106', '2051-7114']",486838,110,Uknown
061101697305,"['1361-4533', '1740-7834']",445192,459,Uknown
061101699755,['1676-2584'],489986,242,True
061101702624,['1801-3422'],475877,162,True
061101702799,['1802-1115'],489780,82,Uknown
061101703995,"['2353-7159', '2353-7140']",501958,5,Uknown
061101704107,"['1896-2327', '2353-7787']",498980,11,True
061101714833,['1918-3666'],493860,104,True
061101724130,['2587-1285'],505347,20,Uknown
061101725865,['1203-1542'],443036,97,True
061101729119,"['2366-7796', '1437-7160']",483181,236,Uknown
061101743722,['2708-6062'],502615,19,True
061101770930,"['2263-4746', '1277-7897']",489613,180,True
061101787302,"['0578-9745', '2687-4113']",502898,2,True
061101787447,"['2330-2933', '2330-2925']",484182,207,Uknown
061101801495,"['2611-3686', '0065-0900']",437157,43,True
061101801577,"['2611-7207', '2611-7193']",497122,21,True
061101801595,['2611-934X'],498742,2,True
061101801610,['2612-2138'],498909,52,True
061101801678,"['1390-5341', '2602-8069']",498978,18,Uknown
061101803006,"['1740-8989', '1742-5786']",445782,689,Uknown
061101808121,"['1613-0723', '0022-7498']",444155,412,Uknown
061101808274,"['0079-4848', '1613-0804']",445990,363,Uknown
061101816754,"['0814-0626', '2049-775X']",485607,567,Uknown
061101820381,['2182-2875'],439938,11,Uknown
061101824216,"['1864-0737', '0035-8126']",446685,65,Uknown
061101837386,"['0802-6106', '1473-4192']",342238,758,Uknown
0611018477,"['0002-9432', '1939-0025']",437589,5543,Uknown
061101848263,['2009-3829'],489487,194,Uknown
061101848313,['2009-4078'],500495,314,True
0611018551,"['1939-0084', '0735-7044']",340596,4180,Uknown
0611018574,"['1939-0106', '1099-9809']",439640,1117,Uknown
0611018581,"['0012-1649', '1939-0599']",439860,6858,Uknown
0611018616,"['0096-1523', '1939-1277']",339732,3456,Uknown
0611018632,"['0278-7393', '1939-1285']",341018,4154,Uknown
0611018648,"['0893-3200', '1939-1293']",442918,2419,Uknown
0611018657,"['0022-3514', '1939-1315']",341769,10276,Uknown
061101877616,['2313-8971'],494050,37,Uknown
061101877646,"['2313-9137', '2313-9129']",488287,47,True
061101877672,"['2313-9927', '1515-9485']",502239,9,True
061101877677,"['2314-0208', '1669-3299']",502912,49,True
061101877694,"['0556-5960', '2314-1549']",497770,2,True
061101877697,['2314-2189'],471185,6,True
061101877748,['2525-1112'],500328,7,True
061101877753,"['2525-1295', '0425-368X']",490776,176,True
061101877826,"['0325-8238', '2525-1627']",499102,63,True
061101877848,"['2525-1686', '2525-1678']",496612,30,True
061101877876,['2525-2089'],497101,3,True
061101884967,"['2530-8548', '0212-4130']",471620,12,Uknown
061101885025,"['0212-6109', '2041-3335']",482015,794,Uknown
061101889958,['2146-1082'],491209,230,True
061101899766,"['1644-6739', '2449-9765']",498021,12,Uknown
061101900547,"['2300-8547', '1429-7132']",502136,127,Uknown
061101900646,"['1641-4233', '2300-8695']",484830,105,True
061101908026,['2695-639X'],502742,5,True
061101908036,"['2695-6462', '0015-6043']",487269,116,True
061101908048,"['0147-3085', '2695-7183']",501789,91,True
061101908117,['2695-7191'],504546,3,True
061101917966,['0718-0527'],474025,49,True
061101917994,['0718-0705'],472663,618,Uknown
061101931643,"['0104-6829', '2316-9125']",503968,111,True
06110194231,"['1304-2440', '2667-5013']",488043,112,Uknown
061101943118,"['0353-0329', '2463-7807']",482226,26,Uknown
061101943208,['2464-1596'],489092,42,True
061101943239,['2464-2525'],488346,10,True
061101943303,['2464-479X'],490925,4,True
061101943331,"['2464-6504', '1804-624X']",488839,2,Uknown
061101947639,"['2329-8464', '2329-8456']",489287,228,Uknown
061101966037,"['1982-6745', '1414-7106']",490351,89,True
061101966121,['1982-6850'],484839,5,Uknown
061101966263,['1982-7636'],504324,25,True
061101983323,['0025-1429'],481290,39,Uknown
061101984514,"['2308-0019', '1815-3070']",490404,10,True
061102001201,['2500-3755'],499245,3,Uknown
061102002314,"['1234-9224', '2544-0799']",477012,6,True
061102022898,"['2227-1295', '2225-756X']",485900,737,True
061102034284,['2409-2274'],493209,113,True
061102035594,"['2658-5081', '2687-0002']",496689,59,True
061102045660,['1549-4721'],443177,159,Uknown
061102049933,"['2658-2503', '2084-6045']",486009,18,True
061102049939,"['2658-2899', '0031-0522']",450991,81,True
061102066856,"['0210-2862', '2013-9004']",493767,527,True
061102087608,"['2077-4303', '2077-429X']",486236,492,Uknown
061102087722,['2077-5180'],495301,22,Uknown
061102087748,['2077-5504'],504049,76,True
061102087814,"['2658-6908', '2077-5911']",495000,27,Uknown
061102093293,"['2448-8216', '0188-2546']",444447,52,True
061102099048,['0716-9108'],494306,1,Uknown
061102101223,['2298-0997'],485416,2,Uknown
061102101253,"['2298-8394', '2298-8408']",490066,8,True
061102118686,"['2564-8039', '2147-351X']",489052,27,Uknown
061102118704,['2564-8837'],502333,109,Uknown
0611021306,"['1042-0533', '1520-6300']",340672,3434,Uknown
061102131419,"['1821-4827', '1821-3138']",501794,23,Uknown
061102131455,"['2620-2794', '1821-3332']",496961,5,Uknown
061102131459,"['2334-6191', '1821-3448']",499200,96,True
0611021326,"['1042-1629', '1556-6501']",440108,1812,Uknown
06110213530,"['1755-201X', '1460-8235']",475529,358,Uknown
061102141584,"['1809-2667', '1415-2843']",498432,259,True
061102142841,"['1156-0428', '2114-2203']",482931,881,Uknown
061102144065,['0137-7264'],496849,30,Uknown
061102144111,['0137-8651'],489609,42,Uknown
061102144129,['0137-9585'],484157,30,Uknown
061102144134,"['0137-9712', '2545-045X']",450995,15,Uknown
061102144150,['0138-0567'],470799,11,Uknown
0611021505,"['1545-6951', '0026-8232']",444900,1609,Uknown
061102154369,['2080-5209'],500428,5,Uknown
061102154373,"['2080-5268', '2719-9606']",486804,52,Uknown
061102154400,['2080-5926'],485054,62,True
061102154451,"['2080-5993', '2449-9811']",497961,41,Uknown
061102165294,"['0327-5752', '1851-3751']",493670,7,True
061102165439,"['0328-1205', '1851-779X']",474200,14,True
061102166499,"['1938-8071', '1938-8063']",477021,304,Uknown
061102166652,"['1938-8209', '1938-8322']",475150,268,Uknown
061102193376,"['1989-6131', '1578-7044']",478852,125,True
061102194128,['1989-5917'],485706,54,True
061102194166,['1989-600X'],504731,13,True
061102194171,"['1576-4184', '1989-6115']",483274,85,Uknown
061102194246,"['1137-1102', '1989-631X']",488183,57,True
061102194267,['1989-6328'],484867,3,Uknown
061102194271,"['1989-6395', '1138-414X']",473747,222,True
061102209849,"['2543-4373', '1689-4774']",486457,33,Uknown
061102217140,"['2167-7026', '2167-7034']",479858,771,Uknown
061102222835,"['1892-9710', '1892-9729']",479033,38,True
061102231770,"['1390-6542', '1390-9363']",498976,149,Uknown
061102231817,['1390-6631'],486653,66,True
061102241796,"['2049-9531', '2001-0818']",478159,195,Uknown
061102241851,"['1654-5443', '2001-1377']",475684,28,Uknown
0611022768,"['1464-3502', '0735-0414']",340678,3026,Uknown
0611022785,"['0729-4360', '1469-8366']",441153,1921,Uknown
061102394127,"['1875-6719', '0165-7305']",451330,233,Uknown
061102395316,"['2424-4422', '2424-3477']",498651,24,True
061102395360,"['2424-4708', '1392-1002']",488835,3,Uknown
061102395406,"['1392-0219', '2424-547X']",501840,12,True
061102395411,"['2335-2337', '2424-5488']",488686,31,True
06110240057,"['2632-6779', '2633-6898']",501760,23,True
06110242658,"['2412-6039', '2076-6297']",486923,143,True
061102440789,"['0048-671X', '2202-932X']",446327,438,Uknown
061102460135,"['2194-508X', '0943-8610']",450894,122,Uknown
061102465844,['0044-8699'],481729,2,Uknown
061102617807,"['1422-6960', '1422-6944']",445807,339,Uknown
061102634227,"['0143-3768', '2160-2506']",479167,324,Uknown
061102670172,"['2211-8349', '2211-8330']",486539,44,Uknown
0611026811,"['0010-4140', '1552-3829']",339954,2219,Uknown
061102731318,['2327-5731'],480647,67,Uknown
061102731357,['2327-5812'],447515,40,Uknown
061102731513,['2327-5898'],438923,56,Uknown
061102760544,"['0022-1791', '1573-0395']",341304,957,Uknown
061102771176,['0081-6124'],447211,2,Uknown
061102771192,['0081-6485'],501997,28,Uknown
061102771217,['0081-6884'],481818,12,True
061102772482,"['2011-2742', '1794-2489']",474203,273,True
061102779216,['2166-5486'],484655,79,Uknown
061102792643,"['1539-6053', '1529-1006']",446193,126,Uknown
0611027963,"['0392-1921', '1467-7695']",439909,993,Uknown
061102841494,"['1437-0751', '0178-7667']",440760,613,Uknown
061102885557,"['1572-9885', '0168-6577']",342186,773,Uknown
061102888192,"['0231-5823', '2336-4386']",485447,192,Uknown
0611029338,"['0038-1527', '1873-930X']",477494,1005,Uknown
0611029399,"['0003-813X', '1475-4754']",437992,2465,Uknown
0611029454,"['0003-8628', '1758-9622']",470621,1340,Uknown
0611030658,"['1754-9426', '1754-9434']",486016,1484,Uknown
0611030684,"['1745-8188', '0961-5652']",482684,418,Uknown
0611030780,"['1099-050X', '0090-4848']",441277,1827,Uknown
0611030801,"['0090-502X', '1532-5946']",430156,4838,Uknown
061103120362,"['1477-4658', '0269-1213']",446396,711,Uknown
06110323806,"['1751-942X', '1751-9411']",476943,173,Uknown
06110325637,['2048-7754'],489164,326,True
06110332540,"['2516-5305', '1744-2532']",491709,76,Uknown
06110332784,"['1744-2648', '1744-2656']",478242,542,Uknown
061103341775,"['1783-1490', '0019-0829']",442222,724,Uknown
061103350139,['0255-0539'],499036,71,True
061103354363,"['1572-8455', '0966-3622']",440619,570,Uknown
06110336928,"['0265-1068', '1752-2692']",446898,195,Uknown
061103475568,"['2551-895X', '2727-0831']",504109,1,Uknown
061103476670,['2661-5401'],504127,1,True
0611038467,"['0008-3968', '1923-3051']",341536,1677,Uknown
06110416061,['0041-8811'],502385,292,Uknown
0611043622,"['1991-9468', '2308-1058']",486926,260,True
0611043746,"['2792-3878', '1132-631X']",479773,5,True
0611043760,"['1133-4525', '2255-3924']",484032,235,Uknown
0611044533,"['2542-2308', '2308-1163', '2308-1155']",491110,462,True
0611044669,"['2617-2194', '2617-2208']",496456,44,True
0611044674,['2147-1037'],493587,89,Uknown
0611045048,"['1871-1375', '1871-1340']",480197,276,Uknown
0611045964,['2227-7102'],480174,1566,True
0611045999,"['1871-1510', '1871-1502']",470867,1071,Uknown
0611047563,['1740-1445'],470667,1427,Uknown
0611047572,"['1745-9133', '1538-6473']",487475,1196,Uknown
061105191,['0148-2963'],436416,9110,Uknown
0611055015,"['1390-5473', '2588-0969']",497476,27,True
0611055684,['1296-2074'],442730,2282,Uknown
0611055698,"['0046-760X', '1464-5130']",441202,1116,Uknown
0611055852,"['2451-909X', '1598-7647']",468546,337,Uknown
0611056847,"['0034-0553', '1936-2722']",446349,1440,Uknown
0611057026,"['1806-9584', '0104-026X']",473996,1156,True
0611059705,"['2471-4461', '2472-4513']",499431,7,Uknown
0611062092,['0927-5371'],342289,1791,Uknown
0611062097,['0927-5398'],442829,1323,Uknown
06110626024,['2352-2267'],496717,288,Uknown
0611063330,"['0143-6597', '1360-2241']",342509,3226,Uknown
061106368,"['1866-9557', '1866-9565']",484327,1573,Uknown
061106456,"['1939-8999', '0190-2725']",447009,1226,Uknown
0611066393,"['1940-9133', '0735-1690']",446178,788,Uknown
0611066433,"['1467-9906', '0735-2166']",444055,1657,Uknown
0611066456,"['0735-3936', '1099-0798']",438357,1715,Uknown
0611066468,"['1541-4140', '0735-6331']",442801,1678,Uknown
0611068845,"['1569-9676', '0774-5141']",451404,287,Uknown
0611070996,['0361-476X'],439480,1773,Uknown
0611071020,"['1465-363X', '0955-792X']",443216,1562,Uknown
0611071044,['0955-8810'],343385,2666,Uknown
06110738009,"['1468-1099', '1474-0060']",442260,457,Uknown
06110772608,['1309-2707'],475847,298,Uknown
061108023,"['0965-4313', '1469-5944']",340152,2629,Uknown
061108050,"['0967-2567', '1469-5936']",440488,1133,Uknown
06110822505,['1688-7026'],497903,29,True
06110824127,"['1465-3451', '0143-9685']",441182,741,Uknown
06110830476,"['1561-0888', '1682-3087']",504487,4,True
06110832974,['2468-6891'],492769,81,True
06110843530,"['1940-1906', '0161-5440']",441184,691,Uknown
06110849087,['2158-5806'],447246,13,Uknown
06110861527,['1550-1558'],440819,252,Uknown
06110864438,"['1957-7745', '0982-1783']",482697,448,Uknown
06110966058,"['1531-426X', '1548-2456']",413067,862,Uknown
06110975344,['2175-5027'],495337,85,True
061109793,"['0009-398X', '1573-3327']",421766,1170,Uknown
06110983699,"['1210-9126', '1805-2789']",484039,169,Uknown
061201016319,"['1089-2680', '1939-1552']",418691,717,Uknown
061201023272,['0806-198X'],442442,66,Uknown
061201023447,"['1891-1781', '0809-6341']",468505,244,True
061201042866,"['1988-8295', '0214-0314']",485612,230,True
061201047,"['0361-6843', '1471-6402']",446209,1318,Uknown
061201052405,['2008-5842'],485863,767,True
061201063759,['2146-4812'],503540,181,Uknown
061201063794,['2146-4901'],503576,58,Uknown
061201063795,['2146-4936'],491621,74,True
061201068674,"['1474-0109', '0958-3440']",446354,575,Uknown
061201079695,"['2150-6787', '2150-6779']",478604,101,True
061201121870,['2061-6678'],478453,1,True
061201121962,"['2063-4269', '2062-0810']",504614,243,True
061201151526,"['0123-9813', '2500-5766']",495296,28,True
061201156846,"['1544-7529', '1544-7537']",472883,102,Uknown
061201159750,['2659-3149'],502017,10,Uknown
061201159754,"['1133-4762', '2659-3254']",496885,22,Uknown
061201159762,['2659-3351'],498614,13,True
061201159773,['2659-5230'],497630,6,True
061201159793,['1051-3558'],437543,421,Uknown
0612011827,"['0016-1128', '1468-2931']",440785,125,Uknown
0612011876,"['1552-146X', '0093-0334']",447561,2294,Uknown
0612011981,"['2163-1654', '0093-3104']",447742,1098,Uknown
0612012073,['1061-0421'],443599,1256,Uknown
061201207682,['2285-939X'],496892,12,True
061201207694,"['2067-9696', '2285-9403']",491180,39,True
061201207724,"['2286-0134', '1583-980X']",484119,84,True
061201207770,"['2286-0428', '1584-3734']",484863,122,True
061201207791,"['2286-0940', '2285-6293']",503234,36,Uknown
061201207870,['2286-2552'],487253,64,True
061201207893,['2286-3702'],485968,5,True
061201230987,"['0353-9008', '2683-5797']",503153,276,True
061201236723,['2783-6207'],503551,19,True
061201245076,"['1477-2809', '0197-3762']",448065,373,Uknown
061201256233,"['2351-9916', '2351-9924']",487855,48,Uknown
061201258551,['2451-3334'],490595,4,Uknown
061201258555,['2451-3431'],498715,3,True
061201258558,['2451-3458'],494067,47,Uknown
061201258569,['2451-3474'],491308,193,True
061201262554,"['0340-2479', '1612-7048']",483983,426,Uknown
061201279554,['1730-1912'],493429,4,Uknown
061201279602,['1730-7775'],489061,7,Uknown
061201279607,['1730-8003'],503527,39,Uknown
061201279643,"['1731-0555', '2353-2998']",498382,12,True
061201283825,['0717-7194'],472799,93,True
061201297324,"['0120-3649', '2011-219X']",497981,79,Uknown
061201299640,['1842-0206'],487250,113,True
061201299718,['1842-3191'],481448,101,Uknown
061201299772,"['1413-2982', '2237-1184']",502440,45,True
061201301116,"['0033-2674', '2391-5854']",483937,555,Uknown
0612013397,"['1834-4461', '0029-8077']",445377,1000,Uknown
061201344853,"['2468-4791', '1724-8574']",497048,47,Uknown
061201344897,"['2281-8952', '1724-8698']",473383,16,True
061201413887,['0021-6682'],341596,1000,Uknown
061201432458,"['1565-5288', '0793-8934']",476538,165,Uknown
061201436213,"['1571-0726', '1571-0718']",471063,323,Uknown
061201470926,"['1877-3109', '1877-3095']",475992,129,Uknown
06120147171,"['0167-8507', '1613-3684']",342262,814,Uknown
0612014919,"['0004-9441', '2050-5884']",438270,291,Uknown
061201493645,['1011-0623'],500307,5,Uknown
0612014977,['2504-284X'],489977,849,True
061201505665,['2729-7640'],504322,30,True
061201547549,"['2425-1941', '0242-7702']",482068,564,True
061201554363,"['2529-9913', '1134-6795']",491580,39,True
061201555310,['2529-9824'],495243,34,True
061201567357,['1230-929X'],482997,5,Uknown
061201567374,['1231-0344'],482998,41,Uknown
061201567413,['1231-2037'],497938,32,Uknown
061201567465,['1231-7853'],497940,21,Uknown
061201603239,['2223-2516'],488902,109,True
061201604313,['2223-2966'],486959,494,Uknown
061201604329,['2223-2974'],486960,225,Uknown
061201616530,"['1665-8027', '2007-8900']",491213,181,True
0612016199,"['0735-7028', '1939-1323']",446095,3019,Uknown
0612016215,"['1939-134X', '1040-3590']",446188,2759,Uknown
0612016226,"['1939-1331', '0736-9735']",446179,1236,Uknown
0612016315,"['1469-994X', '1462-2203']",445221,3613,Uknown
