,EP_id,Publications_in_venue,OC_omid,issn,Open Access
87,340413,2306,0619032445,"['0163-4437', '1460-3675']",Unknown
775,438614,2302,0623041960,"['0006-8977', '1421-9743']",Unknown
1556,443466,2302,0618024088,"['1099-1379', '0894-3796']",Unknown
26,339954,2299,0611026811,"['0010-4140', '1552-3829']",Unknown
176,341105,2299,065041951,"['1099-1417', '0267-8179']",Unknown
937,439791,2293,064045949,"['0748-1187', '1091-7683']",Unknown
172,341081,2293,0623018334,"['0739-9332', '1096-4665']",Unknown
1006,440106,2291,06708680,"['0013-1954', '1573-0816']",Unknown
105,340539,2290,061907360,"['0022-0485', '2152-4068']",Unknown
166,341038,2288,062058907,['0738-0593'],Unknown
231,341578,2284,066022482,"['1744-4217', '0013-838X']",Unknown
1014,440191,2283,061501213,"['0951-0893', '1477-4526']",Unknown
1421,442730,2282,0611055684,['1296-2074'],Unknown
2189,447459,2278,0613033523,"['1935-1011', '0002-8312']",Unknown
1295,441991,2276,061507314,"['1745-8315', '0020-7578']",Unknown
1487,443037,2276,061058449,"['0075-4269', '2041-4099']",Unknown
1897,445734,2275,0618022403,"['1467-9213', '0031-8094']",Unknown
747,438237,2274,066040705,"['0004-8402', '1471-6828']",Unknown
860,439186,2269,064043508,['0272-7358'],Unknown
2267,447980,2263,0626024305,"['1938-2847', '0272-3638']",Unknown
10,339805,2259,0621025431,"['1460-3578', '0022-3433']",Unknown
1279,441903,2257,0626019745,"['1368-2822', '1460-6984']",Unknown
584,434819,2251,0616042978,['0013-7006'],Unknown
1277,441875,2249,0617048980,['1071-5819'],Unknown
1592,443709,2249,06402661,['0022-4405'],Unknown
51,340134,2246,0617012862,"['0894-4105', '1931-1559']",Unknown
1298,442020,2240,067011397,['0306-8293'],Unknown
69,340264,2233,0615016873,"['0140-2382', '1743-9655']",Unknown
165,341032,2229,0626036549,"['0300-9483', '1502-3885']",Unknown
2338,448353,2228,0624018696,"['0591-2385', '1467-9744']",Unknown
1475,442972,2224,0614058625,"['0270-7314', '1096-9934']",Unknown
2244,447745,2223,0622025343,"['0263-2764', '1460-3616']",Unknown
1433,442784,2219,0625030295,['0167-4870'],Unknown
474,412103,2219,067031578,"['0742-6046', '1520-6793']",Unknown
1381,442493,2219,061101245,"['0021-9266', '2157-6009']",Unknown
907,439555,2210,0624026074,"['0093-8548', '1552-3594']",Unknown
1978,446261,2207,0623028531,"['1552-7565', '1077-8004']",Unknown
456,343641,2206,064049537,['0166-0462'],Unknown
1995,446387,2203,067028717,"['0034-4087', '1547-3201']",Unknown
162,341014,2189,067018653,['0749-5978'],Unknown
364,342833,2181,063059036,['0962-6298'],Unknown
2097,446939,2173,0626051259,"['0097-9740', '1545-6943']",Unknown
383,342986,2173,062011792,['0263-2373'],Unknown
1543,443359,2171,0613030421,"['0022-2895', '1940-1027']",Unknown
1537,443319,2171,067018633,['0749-596X'],Unknown
1717,444356,2170,0616036087,['1041-6080'],Unknown
519,421766,2170,061109793,"['0009-398X', '1573-3327']",Unknown
1308,442081,2167,061607453,"['1468-2435', '0020-7985']",Unknown
633,437421,2167,061051307,"['0001-9909', '1468-2621']",Unknown
547,425995,2160,062407124,"['1532-4796', '0883-6612']",Unknown
1526,443254,2149,0626044468,"['1752-0606', '0194-472X']",Unknown
1357,442382,2141,061019819,"['1535-1882', '0021-8715']",Unknown
1349,442333,2132,064034409,"['0021-8456', '1475-679X']",Unknown
3514,481105,2132,068052979,['2168-622X'],Unknown
2150,447267,2131,063040399,['0039-3681'],Unknown
157,340957,2129,0624031624,['0167-7187'],Unknown
1417,442705,2121,068054504,['0929-1199'],Unknown
420,343304,2116,0623028632,"['1552-7824', '0092-0703']",Unknown
1017,440206,2114,0617012857,"['1931-1516', '1528-3542']",Unknown
196,341269,2114,06109229,"['2159-9777', '0279-1072']",Unknown
481,413502,2113,0621018235,"['0965-8211', '1464-0686']",Unknown
33,340022,2111,0621013747,"['0952-3367', '1743-9035']",Unknown
1960,446205,2110,0622032077,"['0893-164X', '1939-1501']",Unknown
3998,483709,2110,0619024830,['2076-0760'],True
1529,443259,2096,0617029592,"['0267-257X', '1472-1376']",Unknown
868,439229,2094,0621053464,"['1551-6709', '0364-0213']",Unknown
328,342490,2092,062509530,['0160-2896'],Unknown
1224,441299,2092,0624039363,"['0887-5367', '1527-2001']",Unknown
152,340897,2091,0613040645,['0176-2680'],Unknown
1271,441829,2087,0615040612,"['2050-4578', '0020-7209']",Unknown
457,343651,2084,0612042509,"['0012-155X', '1467-7660']",Unknown
97,340478,2081,0624044625,"['1469-8145', '0028-6885']",Unknown
137,340755,2081,0626024536,['0272-4944'],Unknown
353,342731,2075,0616024210,['0165-4896'],Unknown
1858,445479,2074,0621020991,"['1526-5455', '1047-7039']",Unknown
1109,440711,2072,062059987,"['1421-9972', '1021-7762']",Unknown
929,439680,2072,0626019774,"['1368-3500', '1747-7603']",Unknown
2222,447630,2065,0613019931,"['2153-3601', '0026-9662']",Unknown
325,342467,2063,0613060134,['0883-0355'],Unknown
266,341855,2055,0613029001,"['1472-3433', '0263-7758']",Unknown
2732,472352,2053,0625045396,['1809-127X'],True
959,439879,2050,064018585,"['1759-0949', '0012-2173']",Unknown
274,341902,2044,069033078,"['0950-0170', '1469-8722']",Unknown
2008,446430,2044,0618031517,"['0361-0365', '1573-188X']",Unknown
499,417129,2037,0625017165,"['0021-857X', '1477-9552']",Unknown
824,438847,2036,065015820,"['0008-4239', '1744-9324']",Unknown
403,343195,2028,062030371,"['1468-2478', '0020-8833']",Unknown
681,437812,2027,06204175,"['0003-5033', '1955-2580']",Unknown
542,425414,2025,061205292,"['1350-1763', '1466-4429']",Unknown
1364,442418,2017,067032919,"['0733-4648', '1552-4523']",Unknown
1226,441379,2015,0623032175,"['1558-0792', '1053-5888']",Unknown
1290,441963,2009,0621020941,"['1047-482X', '1099-1212']",Unknown
1289,441958,2006,0618061358,['0144-3577'],Unknown
813,438793,2006,0618062726,"['2162-8564', '0008-1256']",Unknown
2010,446435,2006,061065406,"['1573-1898', '0157-244X']",Unknown
260,341811,2002,0617041428,"['1532-7906', '0027-3171']",Unknown
1963,446208,2001,067065683,['1469-0292'],Unknown
1837,445284,1998,0615042207,['0029-4527'],Unknown
193,341240,1998,0626033790,"['1546-072X', '0009-837X']",Unknown
337,342543,1997,06501162,"['0091-4150', '1541-3535']",Unknown
368,342849,1995,0619048857,"['1502-3923', '0020-174X']",Unknown
119,340634,1991,062502478,"['0966-8136', '1465-3427']",Unknown
202,341323,1989,0624035874,"['1098-2337', '0096-140X']",Unknown
2584,470729,1987,062038863,"['1305-8223', '1305-8215']",Unknown
259,341800,1985,0621013837,"['1469-8714', '0952-5238']",Unknown
2297,448161,1982,065060169,"['0363-0242', '1541-0331']",Unknown
1814,445086,1978,06408612,"['1572-8668', '0028-2677']",Unknown
660,437632,1977,06202212055,['1080-6490'],Unknown
1467,442927,1976,0614059913,"['2042-4582', '0093-4690']",Unknown
1160,441080,1973,066028529,"['1552-6127', '1090-1981']",Unknown
1532,443290,1970,061704765,['0022-2496'],Unknown
2013,446443,1969,0616014191,"['1049-7315', '1552-7581']",Unknown
1240,441597,1968,067030239,"['1369-118X', '1468-4462']",Unknown
1864,445532,1962,062101128,"['0030-8684', '1533-8584']",Unknown
534,423750,1962,0617037026,"['0026-0452', '1492-1421']",Unknown
654,437593,1961,062101046899,['1086-3168'],Unknown
753,438299,1959,0623027247,"['1461-7005', '1362-3613']",Unknown
1876,445608,1957,062033109,"['1573-6679', '0031-2789']",Unknown
1892,445723,1955,064050724,"['0048-3893', '1574-9274']",Unknown
1404,442647,1954,0622057804,['0147-5967'],Unknown
1846,445377,1952,0612013397,"['1834-4461', '0029-8077']",Unknown
288,342064,1941,06808430,"['0165-0254', '1464-0651']",Unknown
927,439662,1941,061708578,"['1467-8721', '0963-7214']",Unknown
370,342868,1932,062034706,"['0024-3949', '1613-396X']",Unknown
89,340434,1931,0613039307,"['0040-5833', '1573-7187']",Unknown
702,437942,1930,067028982,"['0146-6216', '1552-3497']",Unknown
1465,442922,1929,0616040193,"['0885-7482', '1573-2851']",Unknown
273,341890,1928,0616055483,"['1747-7557', '0143-4632']",Unknown
523,422307,1926,0624023298,"['0142-5692', '1465-3346']",Unknown
462,343684,1926,061029331,"['1552-390X', '0013-9165']",Unknown
1009,440109,1925,0616042986,"['0013-2004', '1741-5446']",Unknown
4177,484363,1923,06304079,"['1758-5309', '0003-5815']",Unknown
1170,441153,1921,0611022785,"['0729-4360', '1469-8366']",Unknown
742,438174,1915,0616024362,"['1469-297X', '0260-2938']",Unknown
322,342362,1913,061025129,"['0007-6791', '1743-7938']",Unknown
557,428647,1912,0614061086,"['1469-3518', '0141-1926']",Unknown
2026,446496,1910,0623034055,"['0034-6705', '1748-6858']",Unknown
858,439172,1906,063040533,"['1385-4046', '1744-4144']",Unknown
13,339856,1906,067065547,"['1469-8099', '0026-749X']",Unknown
2756,472624,1901,063039375,"['0100-6916', '1809-4430']",True
1884,445667,1901,064050669,['0048-3486'],Unknown
1758,444708,1896,0622027982,"['0025-7273', '2048-8343']",Unknown
77,340341,1893,061601887,"['1467-9221', '0162-895X']",Unknown
882,439327,1888,0614035240,"['0010-4175', '1475-2999']",Unknown
783,438648,1886,069013561,"['1469-3534', '0306-9885']",Unknown
674,437697,1884,065029327,"['1435-9456', '1435-9448']",Unknown
1839,445286,1879,0615042245,"['0029-4624', '1468-0068']",Unknown
989,440076,1876,0623025653,['0040-0912'],Unknown
2181,447402,1865,0623025776,['0040-165X'],Unknown
117,340621,1865,0612047208,"['1469-5898', '0304-3797']",Unknown
1570,443619,1864,0612030027,"['0090-6905', '1573-6555']",Unknown
1976,446253,1863,064042018,"['0951-8398', '1366-5898']",Unknown
1359,442388,1862,061019995,"['0021-8774', '1468-5922']",Unknown
768,438414,1862,0615018133,"['1539-3429', '1470-8175']",Unknown
373,342925,1858,0617041237,"['1471-6380', '0020-7438']",Unknown
1618,443820,1856,062502499,"['1747-7646', '0966-9582']",Unknown
2176,447388,1856,0626077656,"['1939-862X', '0092-055X']",Unknown
1874,445606,1855,062032967,"['0031-2746', '1477-464X']",Unknown
276,341945,1851,0625015558,"['0022-0272', '1366-5839']",Unknown
998,440097,1851,0618061353,"['1469-5820', '0144-3410']",Unknown
5752,489977,1849,0612014977,['2504-284X'],True
580,434331,1849,0619038007,"['1743-0445', '1743-0437']",Unknown
662,437634,1849,0618052441,"['1527-2133', '0003-1283']",Unknown
442,343501,1848,06903508,"['1934-3876', '0021-9231']",Unknown
1694,444293,1844,068020153,"['0047-4045', '1469-8013']",Unknown
976,440008,1844,0626076577,['0885-2006'],Unknown
1599,443726,1843,0626077760,"['0092-623X', '1521-0715']",Unknown
3050,476225,1842,069048293,"['1760-7426', '0035-1121']",True
463,343688,1842,067021570,"['1573-0638', '0020-8566']",Unknown
555,428231,1841,06704320,"['0734-2829', '1557-5144']",Unknown
1946,446177,1838,0614048699,"['1940-9222', '1048-1885']",Unknown
741,438173,1838,0621025514,"['1073-1911', '1552-3489']",Unknown
315,342284,1838,0616023918,"['0165-2516', '1613-3668']",Unknown
1111,440716,1837,068015468,"['1469-8315', '0015-587X']",Unknown
72,340302,1833,065060139,"['0363-0234', '1943-278X']",Unknown
1158,441061,1831,0615021047,"['0017-8160', '1475-4517']",Unknown
1215,441277,1827,0611030780,"['1099-050X', '0090-4848']",Unknown
6729,495239,1826,0614039614,"['0034-7590', '2178-938X']",True
1004,440103,1824,06708629,"['0013-1911', '1465-3397']",Unknown
336,342541,1820,069045565,"['0898-2643', '1552-6887']",Unknown
1362,442413,1817,0616025556,['0193-3973'],Unknown
1405,442650,1814,0623035271,"['0735-7036', '1939-2087']",Unknown
1008,440108,1812,0611021326,"['1042-1629', '1556-6501']",Unknown
1484,443027,1811,0616014049,"['2150-6000', '0022-1465']",Unknown
1606,443747,1808,0613053739,"['2163-5811', '1043-7797']",Unknown
405,343221,1808,0624017057,"['0007-1234', '1469-2112']",Unknown
269,341871,1807,062012951,"['0034-6586', '1475-4991']",Unknown
823,438842,1797,0616053195,"['1911-0820', '0045-5091']",Unknown
3153,477038,1795,069053521,"['1868-8527', '1868-8535']",Unknown
704,437959,1794,065010599,"['0269-994X', '1464-0597']",Unknown
1569,443600,1793,069046843,"['0737-6782', '1540-5885']",Unknown
316,342289,1791,0611062092,['0927-5371'],Unknown
1363,442414,1791,062407133,"['1099-1255', '0883-7252']",Unknown
1947,446178,1788,0611066393,"['1940-9133', '0735-1690']",Unknown
1394,442591,1788,0624014263,"['1537-4416', '1537-4424']",Unknown
267,341858,1786,0623028583,"['1460-3659', '0306-3127']",Unknown
1018,440229,1785,065019991,"['1969-6981', '0013-7545']",Unknown
657,437622,1785,062045980,"['0002-9831', '1527-2117']",Unknown
1565,443532,1784,0616049174,['0095-4470'],Unknown
27,339957,1781,0625040566,"['0023-8333', '1467-9922']",Unknown
908,439560,1780,06705597,"['0011-1384', '1745-9125']",Unknown
2308,448202,1780,061043164,"['0043-8871', '1086-3338']",Unknown
1878,445649,1780,0618024186,"['1469-9990', '1352-8165']",Unknown
230,341577,1779,068016748,"['0922-4777', '1573-0905']",Unknown
282,341980,1779,067030233,"['1464-5351', '1369-1058']",Unknown
158,340982,1773,0612038332,['0969-5931'],Unknown
414,343272,1773,068027344,"['1467-9442', '0347-0520']",Unknown
898,439480,1773,0611070996,['0361-476X'],Unknown
1873,445599,1767,06107706,"['1460-2482', '0031-2290']",Unknown
2206,447557,1766,0619039329,"['0016-9862', '1934-9041']",Unknown
885,439382,1765,067052519,"['1061-3773', '1099-0542']",Unknown
896,439474,1763,069010017,"['0823-9150', '1911-3846']",Unknown
1278,441886,1763,061606255,"['1360-3116', '1464-5173']",Unknown
216,341449,1762,0621023884,"['2044-8309', '0144-6665']",Unknown
1327,442172,1757,068037547,"['0790-9667', '2051-6967']",Unknown
556,428607,1757,06609991,"['0306-6150', '1743-9361']",Unknown
983,440048,1754,0616025666,"['1469-4360', '0266-4666']",Unknown
842,439044,1751,0613053772,['1043-951X'],Unknown
1589,443699,1747,0618043460,"['0075-4358', '1753-528X']",Unknown
2305,448182,1743,061043126,"['0043-8243', '1470-1375']",Unknown
1749,444574,1742,068063739,"['0732-2399', '1526-548X']",Unknown
2017,446469,1742,063046653,"['1740-1720', '0305-6244']",Unknown
780,438641,1741,06803028,"['2044-8260', '0144-6657']",Unknown
1571,443624,1736,0625031385,"['1573-3505', '0164-0305', '0882-2689']",Unknown
533,423354,1733,0618034703,"['0889-048X', '1572-8366']",Unknown
2113,447012,1731,0624049375,"['0145-5532', '1527-8034']",Unknown
214,341434,1731,061905323,"['1469-7777', '0022-278X']",Unknown
1474,442970,1731,068027264,"['0309-877X', '1469-9486']",Unknown
769,438431,1729,064059737,"['1467-8519', '0269-9702']",Unknown
2397,451156,1728,0619059906,"['1555-2462', '0002-0206']",Unknown
199,341294,1727,0624024565,"['1461-7226', '0020-8523']",Unknown
954,439863,1723,0626057034,"['0163-9625', '1521-0456']",Unknown
1727,444399,1721,0614061173,"['0439-4216', '1953-8103']",Unknown
1265,441781,1720,0622015585,"['0020-7144', '1744-5183']",Unknown
718,438021,1717,0618019660,"['0933-5846', '1432-0665', '0003-9268']",Unknown
825,438858,1717,067064353,"['0714-9808', '1710-1107']",Unknown
616,437124,1716,069071167,['0361-3682'],Unknown
760,438357,1715,0611066456,"['0735-3936', '1099-0798']",Unknown
1519,443210,1714,062061430,"['0022-2267', '1469-7742']",Unknown
806,438760,1713,061025163,"['2044-768X', '0007-6805']",Unknown
1195,441204,1713,067043483,"['0191-6599', '1873-541X']",Unknown
2172,447381,1712,0618020726,"['1040-1334', '1532-8015']",Unknown
146,340854,1708,061024933,"['1467-9752', '0309-8249']",Unknown
785,438650,1707,0623020192,"['1467-8543', '0007-1080']",Unknown
1245,441684,1705,0616014178,"['1049-4820', '1744-5191']",Unknown
1257,441749,1704,0621015010,"['0020-7071', '1545-7001']",Unknown
319,342346,1703,0612029937,"['0090-5992', '1465-3923']",Unknown
1832,445251,1698,066029679,"['0899-7640', '1552-7395']",Unknown
1771,444835,1698,068040378,"['0026-3206', '1743-7881']",Unknown
857,439164,1697,064059700,"['1464-5076', '0269-9206']",Unknown
1611,443776,1695,06602889,"['1538-4764', '0022-4669']",Unknown
1819,445123,1685,066044573,"['1355-4794', '1465-3656']",Unknown
1414,442698,1681,061053939,"['1461-7250', '0022-0094']",Unknown
1128,440846,1681,0613062809,"['0966-369X', '1360-0524']",Unknown
1645,444005,1679,0617026660,"['0022-5185', '1477-4607']",Unknown
1443,442801,1678,0611066468,"['1541-4140', '0735-6331']",Unknown
1710,444339,1678,0617041349,"['1573-661X', '0147-7307']",Unknown
225,341536,1677,0611038467,"['0008-3968', '1923-3051']",Unknown
1339,442267,1676,061606238,"['1468-3148', '1360-2322']",Unknown
1691,444290,1674,0625040544,"['1756-6053', '0023-8309']",Unknown
1511,443181,1674,0626048736,['1367-3270'],Unknown
2077,446779,1671,061064191,"['1573-1901', '0926-7220']",Unknown
1603,443741,1666,067046641,"['1527-1897', '0022-4529']",Unknown
1352,442351,1666,065030639,"['1469-5138', '0021-8537']",Unknown
1146,440993,1665,0614026284,['0740-624X'],Unknown
1660,444132,1664,0621023708,"['1464-8849', '1741-3001']",Unknown
1001,440100,1661,06708558,"['0013-1881', '1469-5847']",Unknown
874,439282,1660,065026605,"['0093-6502', '1552-3810']",Unknown
423,343358,1660,068020086,"['1469-7823', '0047-2794']",Unknown
948,439847,1660,0612042475,"['2365-9521', '0012-0936']",Unknown
810,438784,1659,0618062560,"['0008-0055', '1777-5353']",Unknown
1648,444055,1657,0611066433,"['1467-9906', '0735-2166']",Unknown
1483,443022,1656,066043510,"['1389-4978', '1573-7780']",Unknown
211,341401,1654,063046682,"['1465-3893', '0305-7070']",Unknown
1498,443091,1650,065051709,"['1467-6451', '0022-1821']",Unknown
758,438350,1650,063028625,"['1552-4167', '0145-4455']",Unknown
1098,440621,1650,061807290,"['0141-7789', '1466-4380']",Unknown
771,438458,1647,0622061031,"['0169-3867', '1572-8404']",Unknown
118,340629,1640,0623055957,"['0002-7189', '1477-4585']",Unknown
2193,447484,1639,0619053216,"['0003-1615', '1533-6247']",Unknown
74,340319,1638,061032772,"['1468-4381', '1050-3307']",Unknown
1406,442667,1636,0616025716,"['1365-2729', '0266-4909']",Unknown
5571,488945,1632,06409270,['2528-9527'],Unknown
223,341529,1630,066012912,"['1744-5019', '0360-5310']",Unknown
1351,442343,1630,06501147,"['0091-3367', '1557-7805']",Unknown
816,438800,1628,069014897,"['1469-2139', '0008-1973']",Unknown
1588,443696,1628,0626048708,"['1466-4461', '1366-9877']",Unknown
1476,442973,1622,068013215,"['1050-5350', '0742-0714', '1573-3602']",Unknown
179,341137,1622,0617015448,"['1423-0054', '0018-716X']",Unknown
68,340261,1620,0621018227,"['1467-9396', '0965-7576']",Unknown
2212,447578,1618,0624014157,"['1057-2414', '1095-9270']",Unknown
1996,446389,1618,0621035831,"['1469-901X', '0034-4125']",Unknown
174,341090,1618,065029342,['1435-9871'],True
562,429963,1616,0612060836,"['1099-0879', '1063-3995']",Unknown
1391,442570,1615,061402564,"['1469-7602', '0305-0009']",Unknown
3290,478703,1613,0613043844,"['1558-9080', '1943-4529']",Unknown
732,438116,1611,0623068571,"['0269-2821', '1573-7462']",Unknown
1789,444900,1609,0611021505,"['1545-6951', '0026-8232']",Unknown
1444,442803,1608,062205528,"['1745-3984', '0022-0655']",Unknown
2174,447385,1604,06201307,"['1356-2517', '1470-1294']",Unknown
2363,449601,1601,0619033606,"['1699-2407', '1386-6710']",Unknown
1052,440403,1600,0617012686,"['1072-4133', '1099-0968']",Unknown
2241,447737,1597,067027419,"['1461-7447', '0959-3543']",Unknown
2049,446615,1593,069069289,"['0035-2624', '2271-7005']",Unknown
